userName,score,at,content
sono 9098,5,2023-07-08 18:12:29,Aplikasi cukup menarik apalagi bisa bagikan video panjang 5 menit...hayuuuu ....cuman batasan upload masih bisa pakai sound bebas dari aplikator ga yah ....
Meiviva natasha,3,2023-07-08 18:11:43,"Gatau ya, waktu download threads akun Instagram sama eror tidak bisa di buka. Belum menemukan solusinya dan masih eror. Kayak ngeback sendiri gitu, tapi aneh nya hanya satu akun saja yang eror 2 akun lainnya normal."
Susanto Wahyu widodo,5,2023-07-08 18:08:23,Apk ini bangus sekali 😍👍
- FilthyNibba,2,2023-07-08 18:08:11,"There is a bug on the homepage, and many other bugs, the application is not bad but bad"
Harry Ardian,1,2023-07-08 18:07:05,"Kok apk saya eror, kalau discrol yang muncul kayak hp rusak"
Rimarsyawberry,3,2023-07-08 18:02:50,Tambahkan fitur hanya di ikuti saja bukan orang yang tidak di ikuti tetap ada di beranda
Ardian Pradana Kusuma,1,2023-07-08 18:02:46,Sangat rekomended
Myano QM,5,2023-07-08 18:02:23,"Bagus mantap, di coba dulu,,,"
Sayasiapa Anjay,3,2023-07-08 18:01:41,"Bug limit follow nya yang bikin gak nyaman, cukup eror di threads aja , Instagram nya jangan ikut ikutan bug juga. Padahal di Instagram gak ngapa ngapain."
Leooonk,3,2023-07-08 17:59:17,"Masih baru bagi saya, jadi gak bisa menilai"
Nyeh Nyeh,1,2023-07-08 17:56:48,Aplikasi sampah
yang Maha kuasa,1,2023-07-08 17:56:09,Bug tidak bisa dihindari
Salsa Khalida,5,2023-07-08 17:40:51,Yup🤝🤝🤝
Cemilan Rehe,5,2023-07-08 17:38:44,karena kamu asik aku kasih 5 buat kamuh
Afifatul Azizah,4,2023-07-08 17:36:50,So far ok
Anak Amak,3,2023-07-08 17:26:43,Sama aja dengan Facebook susah FYP postingan ku
Anggratha Khemal P,5,2023-07-08 17:18:09,Mantap hampir sama kayak apk burung biru
Muin,3,2023-07-08 17:17:34,tambahkan fitur terjemahan untuk suatu unggahan
Nur Hidayah,1,2023-07-08 17:17:28,Baru dibuka. Udah ngebug. Gambar sama tulisannya campur aduk. Dibuka ulang tetep sama berkali-kali.
Mirza Pandiangan,4,2023-07-08 17:11:05,Mantap. Cukup mirip kayak sebelah. Btw ini gw kasih bintang 4 dulu soalnya nggak ada tema perangkat gelap. Kalau udah ada nanti gw tambahin
Wildha Sonata,1,2023-07-08 17:09:53,Baru upload 1 foto. Uda eror dr pagi Ampe sore kek gak kelar kelar upload. Pdhl file nya kecil size nya. Ditunggu update nya
Abdul Hakim,5,2023-07-08 17:08:05,06-07-2023 masih 1 juta download
Bregas Nugroho,3,2023-07-08 16:59:30,there is one bug that I encountered where I was about to post something I clicked on the image and I clicked continue suddenly the application stopped and exited by itself
Dava official,5,2023-07-08 16:57:07,"Sangat bagus dan akurat, mohon lebih ditambahkan lagi fitur fitur barunya. Terima kasih."
Farish Pratama,4,2023-07-08 16:51:45,Bagus sih sebenernya tapi kurang nya gak ada penerjemah nya doang tolong di perbaiki
Adinda Maulida Rahmania,3,2023-07-08 16:51:11,Setelah download threads akun instagram ku gabisa kebuka jujur....
Muh fajriansyah Iswadi,1,2023-07-08 16:39:50,"Kita sangat susah melihat orang yang kita follow dan tidak bisa lihat reals kayak di instagram, youtube, Facebook dan tik tok"
Mega Silviani93,3,2023-07-08 16:38:25,Twitter Vs Threads hahahahhaha
Zibrant Aditya,4,2023-07-08 16:34:59,Aplikasinya bagus cuman semoga ada update lagi kedepannya
Fauhad Nadhir,5,2023-07-08 16:33:52,"Aplikasi berjalan dengan baik dan lancar, hanya ada beberapa bug kecil. Harapan untuk kedepannya bisa ditambahkan fitur penerjemah bahasa🙏🏻"
jodohdoy yes,1,2023-07-08 16:31:48,"isinya centang biru semua yang ga sesuai sama selera kita. kita juga kan pengen yg absurd absurd, bukan centang biru yang keliatannya agak formal gitu."
Malvind Witja,4,2023-07-08 16:31:39,Fitur translate
Muhammad Aldi Mauladi,4,2023-07-08 16:31:02,"tolong adain fitur baru yang menarik contohnya kaya bisa dengerin lagu bareng - bareng sama tmn, terus adain ""follow back"" biar ga capek ngecek satu2 !! fitur voice note sabi sih tp dibatasin waktuny. terakhir fitur DM . thank you !!"
Sanny Aprilia,5,2023-07-08 16:23:37,"Fiturnya tambahin, tampilannya ditambah biar makin menarik dan bervariasi. Terutama latar belakangnya jangan putih polos, kasih warna warni. Jadi ga bosenin... 🙏"
awoakawokawokkk Aunur,5,2023-07-08 16:21:41,Wow sangat bagus sekali tapi kok
Evander Harahap,5,2023-07-08 16:21:33,See you in court -elon💀
Nazril Zakaria,5,2023-07-08 16:15:54,Bagus
Rangga Rangga,5,2023-07-08 16:13:07,Bar bar
Diyo Aja,3,2023-07-08 16:12:01,udah ada bokepnya?
Ika kaa,4,2023-07-08 16:11:18,Please give me the chat feature please
FATILY,3,2023-07-08 16:11:15,Baru mau download semoga aja bagus
Imam Grab,5,2023-07-08 16:10:47,Ok
Lutfi Maulana Arif,1,2023-07-08 16:07:51,"I accidentally pressed hide badge, so please return the badge ID to threads on Instagram 🙏"
Verra Muziyani,5,2023-07-08 16:04:35,"Tp bosenin ga ada trend, jdi sulit klo mau war antar fans kpop"
Syafran Bagi,4,2023-07-08 15:54:06,"Lebih simple dari twitter, kelebihannya jika login tinggal masuk instragram dan jika lupa login instagram tinggal masuk facebook dan kekurangannya dari aplikasi ini akan dijelaskan oleh pemberi ⭐ 1, 2, dan 3 atau buZzeRp 2024. Jika hal itu berkaitan dengan postingan politik"
SAMSU RIZAl,1,2023-07-08 15:50:58,ko Ngebag Mulu AFK nya
IBENX,2,2023-07-08 15:34:07,Tolong benerin bugnya teks salin menimpa teks lain yaa.error gitulah.
Lionel Deogracia Assa,1,2023-07-08 15:31:31,Twitter
Oktavina Djuru,1,2023-07-08 15:31:12,Udah brp kali hapus download tetap saja masih error
Fadhil Zahfran,5,2023-07-08 15:27:53,kreen
Badrol Crewsakan,1,2023-07-08 15:27:32,Isinya cuma notes nya centang biru anjim
A.Al- Miqdad,5,2023-07-08 15:25:08,"I still have issue with uploading image. Most of the time it's immediately close the app. But overall, interesting app"
Muhammad Asrori,5,2023-07-08 15:20:27,"Nyaho mereun? Didunia ini mah semuanya titipan, hidup sekali hiduplah yang bearti."
Saiful Bahri,3,2023-07-08 15:19:55,Gak kasian sama Elon musk?
hikmah alawiyah007,1,2023-07-08 15:19:25,apk mcam ap iniee ig gbisa dibuka bajindulll👎 sejujurny sy sngt kecowa berat memberi dislekkk👎👎👎👎
Grenda Musyafa,5,2023-07-08 15:16:27,Oh good
Rian Buraen,5,2023-07-08 15:14:10,Keren Sih Meski Belum Bisa Masuk Karena email Instagram Gak Bisa
Yoga Satria,4,2023-07-08 15:14:00,Tolong dong adain thema gelap biar ke mata tdak terlalu silau...
Fakhrur Rozik,5,2023-07-08 15:05:16,Keren
Hani Qurrotul 'Aini,2,2023-07-08 15:04:40,Gara gara aplikasi ini instagram teman saya ke hack. Tolong tambahkan fitur hapus akun tanpa harus menghapus akun instagram sekaligus. Tolong perbaiki keamanan akun!
Fadil Alfajar,5,2023-07-08 15:04:30,ywdh si wir 🤓
Devi Gusisilvia,4,2023-07-08 15:03:24,Fb versi sultan
Fitrah Ramadhani,2,2023-07-08 15:02:05,"Pertama kali saya pake bagus, nah dipake besoknya jadii jelekk apa karna hpnya atau aplikasinya nggak tau jugaa.. Jadi saya nggak bisa pakai aplikasinya 🙏 cuman sekalii soalnya nggak keliatann.."
Adi suryo,5,2023-07-08 14:59:26,No comment
All story mood,1,2023-07-08 14:55:35,Tai bug
Yudha Nasa Erlangga,5,2023-07-08 14:53:13,Dicoba dulu kayaknya worth it
Andrian Setiawan,2,2023-07-08 14:50:00,1. Banyak terjadi bug salah satunya ketika kita menggunakan tema pada chat di Instagram dan kita menginstall thread tema di chat Instagram tersebut tiba² menjadi default dari sisi pengguna di ubah pun tetap akan default sehingga cuman pengguna lain yang bisa lihat chat tema tersebut 2. Algoritmanya masih tidak jelas arahnya kemana saya tidak pernah ikutin artis tiba² isi thread artis centang biru semua. 3. Tidak ada fitur send chat 4. Jika modelnya cuman mau nampil thread sebaiknya jadi satu
Aris Susanto,5,2023-07-08 14:49:54,Tambahin fitur ukuran font nya
Latifah Nur,5,2023-07-08 14:47:54,keren
Viando Imanuel Manarisip Sr.,4,2023-07-08 14:43:37,"Untuk tahap awal, fitur yg tersedia jika dibandingkan kompetitor nya, threads masih kurang dan masih jauh. Ditunggu pembaharuan nya."
annaya z.w,5,2023-07-08 14:39:37,saya suka saya suka
Yusuf Putra,5,2023-07-08 14:33:48,Bagus banget app nya saya suka 🤩🤩🤩🤩
Han Farhan,1,2023-07-08 14:28:45,Bagusan twitter dek
Cindy Claudia,1,2023-07-08 14:28:19,Woyy download apk ini Instagram gue gabisaa di buka anjir
Eskoria Krisna,1,2023-07-08 14:24:04,on lenovo S5 the screen is glitching cannot see the picture. please fix
Achmat Aji,1,2023-07-08 14:23:02,"SEDANG MENCARI KOMEN BINTANG ""ELON MUSK"""
Andi Wahyu,5,2023-07-08 14:20:34,b aja
Heru Setiawan,2,2023-07-08 14:18:37,Can't change my Profile photo
Rotua Butarbutar,5,2023-07-08 14:16:32,Mantab
Muhammad Amien,3,2023-07-08 14:10:07,Masih ada ngebug dengan tampilan ny mohon di perbaiki
fathir nurrasyid,5,2023-07-08 14:05:10,Buat yng ngasih bintang 1 sabar masih dalam tahap pengembangn so far baguss
Nashla Soki,5,2023-07-08 14:02:23,threads please update can double account pleasee
Arivan Aledrus,1,2023-07-08 14:02:23,"So Many bugs ,frezze when i scrolled a time line."
Ridho Adnan,5,2023-07-08 14:02:02,App bagus ampe halasa gk bisa ngespam
Muhamad Fajar Santoso (sayang),1,2023-07-08 13:58:08,Bug parah
Basri Ali,5,2023-07-08 13:57:54,"Aplikasi nya baguss bgttt, pokoknya the besttt..... 👍🏼👍🏼💯"
Vanesha Rizqina Raya,2,2023-07-08 13:52:44,"Can't delete account, must delete Instagram first. Bad"
Khinaya risa,1,2023-07-08 13:44:20,INSTAGRAM KU JADI GABISA KEBUKA
Ferdinand esa,1,2023-07-08 13:40:20,Ketika saya ingin membuat threads baru malah keluar terus dari aplikasi
AminJaya 123,5,2023-07-08 13:36:17,Sengol donk Elonmusk
Shabrina Jalianti,1,2023-07-08 13:36:07,Smnjk saya download ini akun Instagram saya jadi ngeleg gabisa dibuka
arisky _,2,2023-07-08 13:33:25,ketika membuka threads saya terkena render atau bug
Novapink24 pink,5,2023-07-08 13:33:17,Looks good with simple words simple picture but nothing message then connect with strange people not only close friends but time update too fast Walk ... Can not save nothing translate no complete
Mas Sugeng,1,2023-07-08 13:29:55,"Jelek aplikasinya. Gabisa dimainin, hurufnya nyatu semua, gabisa dibaca"
lavida aisyah,1,2023-07-08 13:27:51,Teksnya bertumpuk² jadi gak bisa dibaca😭 tolong ya diperbaiki aplikasinya
Salwa Maulia As Zahra,3,2023-07-08 13:27:23,Kenapa klo mau meng unistal aplikasi ini aku intagram nya harus ikut ilang
Doni Setiono,5,2023-07-08 13:25:08,Kerennn
adinda defriani,2,2023-07-08 13:23:43,tolong diperbaiki masi ngebug parah
Dwi Putra Ardiansyah,5,2023-07-08 13:16:13,Normal² aja di hp gw
Ema Maeemana,3,2023-07-08 13:07:35,di timeline banyak banyak postingan orang yang tidak di follow . Sangat mengganggu 😒
Retno Wulandari,3,2023-07-08 13:00:33,"Baru mau coba,,tapi kenapa ga ada translate'a,,jadi susah nih,,kalau bisa di tambahkan translate jadi orang2 bisa mengerti"
Riinn han,2,2023-07-08 12:58:17,"Sempat bug,jadi saya coba download ulang lagi semoga aja lebi baik dari pada yang awal tadi"
Arill. yy,5,2023-07-08 12:52:50,"boleh """
Nani Setiani,3,2023-07-08 12:47:06,"Semenjak ada Threads, instagram error karena ada BUG nya. Tolong lebih diperbaiki lagi sistemnya"
Asep Sudrajat,2,2023-07-08 12:45:46,setelah di upgrade ke Android 10 baru instal lagi nih aplikasi dan lancar 🤔...tapi pas ngetik balasan kolomnya tidak naik keatas keyboard malah tertutup/tertimpa keyboard jadi sulit buat ngetik atau lihat hasil ketikan.
Z Greeg,4,2023-07-08 12:32:17,"Bagus tapi sayang algoritmanya masih berantakan buat ngeload beranda aja masih muter"" di post itu"" aja"
Nizwar Muhammad,5,2023-07-08 12:29:53,Nice!
Epsilon Kemat,5,2023-07-08 12:26:28,Good is good 👌👍
Rus Diana,4,2023-07-08 12:20:26,4 bintang dulu klo bagus baru saya kasih 5 bintang
Abdul Azis,1,2023-07-08 12:09:36,ga bs hpus akun
Viel Revliz,5,2023-07-08 12:09:30,Gacor
Zulfan Haima,1,2023-07-08 12:09:04,undangan terbuka buat Zuckerberg mending sia gelut jeng aing goblokkk
rian hermawan,1,2023-07-08 12:06:42,Lah ko eror masbro
Annisa Prayaputri,3,2023-07-08 11:57:52,Suka ngawur
pangeran bertopeng,2,2023-07-08 11:55:30,"Bagus, cuma untuk notif follower ketika lebih dari 100 notifnya bakal numpuk, ini sangat menggagu ketika saya mau follback tapi tidak bisa melihat siapa yang follow saya, mohon segera di perbaiki"
Banzai LeX,5,2023-07-08 11:55:00,"Mantap, semoga tidak ter ban"
Syelvi Febriana,3,2023-07-08 11:52:45,"Tdak ada terjemahan nya,kalo liat utasan thailand kn susah apa artinya"
TomCirrr,5,2023-07-08 11:50:45,gg
Dina Anggeraini,2,2023-07-08 11:49:22,Duhhh ngebug terosssssss
Sotyasari Dhanisworo,4,2023-07-08 11:42:10,Not good as like as blue fat bird
Rasyada Amieny,2,2023-07-08 11:38:27,Entah bug atau apa... Tulisan kayak numpuk & getar... Apa karena baru launching jd masih ada kekurangan... Semoga cepat diperbaiki...
Rendi Purwanto,4,2023-07-08 11:38:16,masih ada bug saat ingin membuat threads seperti upload foto bisa keluar sendiri dari aplikasi
Ren,2,2023-07-08 11:36:40,Adain fitur nyimpen gambar dong
Ifan Aceng,3,2023-07-08 11:34:08,"Apk udah bagus, cuma tolong benarin ID Lancana Threads yang di hapus bisa di muncul kan lagi."
Mai Muna,5,2023-07-08 11:31:22,Kerennn sih apk nya
Ahmad Muzaki,1,2023-07-08 11:29:45,Bug
Phyu Muhammad,5,2023-07-08 11:28:19,Sangat mudah digunakan.
Bella Berliana,1,2023-07-08 11:28:18,"sering bug, ke log out sendiri, baru mau scroll tiba tiba ke log out"
Indah Sapirah,4,2023-07-08 11:24:14,Belum bisa transfer
Fahriyah Vina,1,2023-07-08 11:23:00,"Knpa ig saya jadinya nge bug, tolong ya klo apk ini mengganggu penggunaan instagram, mnding di hapus aja."
Alif Irham,4,2023-07-08 11:17:32,Overall bagus tambahkan video durasi panjang dan tambahkan translate di setiap postingan maupun di setiap komentar
Shopyan Ashrari,1,2023-07-08 11:17:21,Instagram saya terkena bug karna menghubungkan dengan threads
Mufti Afdhali Siregar,3,2023-07-08 11:14:49,"Masih banyak sekali kekurangan dibanding twitter, tidak ada nya hastag, DM, fitur trend dan masih banyak lagi Dan jika bisa, ada baiknya Instagram dan threads dilakukan pemisahan"
Ragil Oktafian,3,2023-07-08 11:11:39,apk sih bagus tapi ada bug seperti kalo lagi ngescrol ke bawah tiba tiba gambar ngeglicht ia sih ga semua irang tapi saya ngalamin tolong ya di perbaiki
Muhamad Taufik Hidayat,5,2023-07-08 11:10:18,no coment
Krishna Mahira,5,2023-07-08 11:05:40,Telon musk
Sundus,5,2023-07-08 11:05:04,Done
Rian Hidayat,5,2023-07-08 11:02:33,good
Nixie,3,2023-07-08 10:57:30,Ini gak bisa jelas tolong akun ku di benerin.yg lain baik aja tapi yg aplikasi ini gak bisa
Kiya Rahmi,5,2023-07-08 10:52:26,Good
I'm Ily,5,2023-07-08 10:51:55,Oke mirip Twitter
Eko wrs Santoso,1,2023-07-08 10:51:05,"aplikasinya gimana sihh masa kalo di scroll tulisannya berantakan,saya udah download 2× tetap sama"
誰か,1,2023-07-08 10:50:17,"Masih banyak bug , nanti klo udah bener bintangnya di ganti"
Gilang Muhammad,1,2023-07-08 10:49:49,"gara garaa ini akun ig kelogout sendirii kena hack orang,diperbaiki lah sistemnyaa"
Qadafi Efendi,1,2023-07-08 10:49:31,Karena melanggar privasi
Tony Ja,1,2023-07-08 10:48:19,Sering force close
Diannn Agee,5,2023-07-08 10:44:02,This app is very good
ahmad suhendang,1,2023-07-08 10:41:49,"Yg masih gabisa buka Threads nya atau masih eror ,pas buka apk jangan pake mode gelap."
OjanWae TV (Fauzand),5,2023-07-08 10:38:59,Gokill
Nanang Khosim,4,2023-07-08 10:38:11,Aplikasi treads sangat bagus dan mudah dipahami .simple dan semakin kaya pengalaman dalam sosial media
SANS,1,2023-07-08 10:37:22,Masih banyak bug perbaiki lagi
Revan R,1,2023-07-08 10:32:52,"Pas Make Threads Akun IG pake apk IG asli malah ngecrash gbsa masuk, Mohon Cepetan di fix ya!! Soapnya Akun IG yg gbs masuk itu penting untuk bgt."
Arkhah Robbunar,2,2023-07-08 10:32:13,"aplikasi ini ngebug di hp saya, jadi tolong perbaiki lagi, beberapa kali download, tetap aja ngebug dibagian beranda"
Vika Mulia,1,2023-07-08 10:29:08,TAII GARA-GARA INI INSTAGRAM GUEE GA BISAA KEBUKAA KELUAR-KELUAR SENDIRI TERUSSS JELEKKKK JELEKK JELEKKKKKK JANGANN DOWNLOAD!!!!!!
Wahyu A.N,2,2023-07-08 10:26:03,"Sok asik, tetep enak twitter"
Rafa Abrham,5,2023-07-08 10:21:36,素晴らしい
Mardiah Najamuddin,5,2023-07-08 10:19:29,"Theards nya bagus, cuman minus nya gaada mode gelap.. Twitter msh juara sih, tolong berikan juga akses public agar bisa search threars orang lain! Jangan lupa follow @0nly.aura :>"
Salma Salsabila,4,2023-07-08 10:18:39,"Masih baru jadi masih gimana gitu, saran aja tambahin fitur pencarian kata, translate dan sebagainya supaya lebih enak pakainya, timeline juga tolong jangan random random bgt, sesuaikan sama topik yang kita suka dan ikutin"
Rick Faza,1,2023-07-08 10:18:31,Banyak bug tolong di hp realme c2
Meylani G,1,2023-07-08 10:16:57,Eror lagi... Tolong dongg
Guz OkaFuluz,4,2023-07-08 10:13:04,"Saat diakses, tulisan & gambar berbayang, lalu tidak dapat digerakan sama sekali ..."
esa resdianto,1,2023-07-08 10:12:33,Di android ngebug semua.. begitu scroll kebawah langsung crush ! Bikin sakit mata Apa ini aplikasi hanya untuk ios ?
Adam Yogaswara,5,2023-07-08 10:10:45,Saya kasi bintang 5 biar bang Elon bangga 😁
Maesha aaa,1,2023-07-08 10:10:14,"Aplikasi broken, bug ui nya parah Tidak bisa digunakan"
Jayeng,4,2023-07-08 10:08:42,please add double tap feature to like
kharysma Jaeda,5,2023-07-08 10:08:19,Very good
reee eee,3,2023-07-08 10:06:26,"Cuz of this, my instagram is crashing, fix it."
suhendra wahyuri,4,2023-07-08 10:05:48,"Bagus untuk saat ini saya kasih bintang 4, karna belom ada fitur tagar terheboh, terbaru, terviral agar balance tidak ada topik terhangat yang terlewati dan mengikuti trending harian bisa saya naikan bintangnya 👍🏻"
Ophie Wijaya,5,2023-07-08 10:03:51,Gutlak
Selena Official,5,2023-07-08 10:02:11,Aplikasi nya bagus kalau beranda kalian getar atau glith nonaktifkan mode gelap di Instagram atau di pengaturan hanya mode terang
M. Sultan Alamsyah Nabil Akbar,2,2023-07-08 10:01:05,"Tolong diperbaiki bugnya,, masak setiap buka beranda dan status orang kok tiba-tiba suka keluar,, sekalian tolong tambah kan fitur terbaru dari fitur DM, Hastag, Trending Penerjemah dan Voice Note di setiap utas dan kolom komentar."
nafiyachan,1,2023-07-08 10:00:38,"lol, apa apaan data² ky gt diakses"
Armyla Eka Wahyu Yuliani,1,2023-07-08 09:59:22,"eror, tiap mau bikin thread langsung ke close (trs ada pop up bug)"
Maldini Fani,5,2023-07-08 09:54:54,Good sekali app ini
Muhammad Alfan,5,2023-07-08 09:43:05,Similar twt
criselda tasman.,5,2023-07-08 09:42:43,INI KEREN BGT
Achmad Aflah Auliyaurrachman,1,2023-07-08 09:41:54,Mohon untuk memisahkan akun treads dengan akun instagram utama
S. Raven,3,2023-07-08 09:39:40,Terlalu banyak threads dari orang yang tidak saya follow di beranda. Sebaiknya threads dari orang yang tidak saya follow mempunyai fitur sendiri sebagaimana halnya dengan Explore di Instagram. Berikan daftar akun yang saya follow di Instagram ke rekomendasi follow di Threads. Saran : tambahkan fitur pencarian kata kunci threads atau hastag
FeeL In My Dream,3,2023-07-08 09:36:02,Tes dulu
Bang Buyung,1,2023-07-08 09:35:16,Too crowded. There's no option which shows only the accounts I'm following.
NSofa Fauzi,1,2023-07-08 09:32:18,"Fitur search burik, cuman bisa search akun, gk bisa search topik atau lainnya . . . . . . . . . . Gua benci Mark Zuckerberg"
fajar hidayah,4,2023-07-08 09:31:06,Kenapa ya tiap saya scroll ke bawah tampilannya bergetar seperni noice pada tv
